Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000IjxUAE,0eubZ0000000V45QAE,Separator not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Separator not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Separator not meeting requirements.;Pasteurization - HTST,88;Milk Industry Standards Regulation
0fMbZ0000000IjyUAE,0eubZ0000000V46QAE,System has cross-connections.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"System has cross-connections.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",System has cross-connections.;Pasteurization - HTST,88;Milk Industry Standards Regulation
0fMbZ0000000IjzUAE,0eubZ0000000V47QAE,Timing device not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Timing device not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Timing device not meeting requirements.;Pasteurization - HTST,88;Milk Industry Standards Regulation
0fMbZ0000000Ik0UAE,0eubZ0000000V48QAE,Vacuum breaker not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Vacuum breaker not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Vacuum breaker not meeting requirements.;Pasteurization - HTST,88;Milk Industry Standards Regulation
0fMbZ0000000Ik1UAE,0eubZ0000000V49QAE,Water cooling section not meeting requirements.,Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Water cooling section not meeting requirements.;Pasteurization - HTST;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Water cooling section not meeting requirements.;Pasteurization - HTST,88;Milk Industry Standards Regulation
0fMbZ0000000Ik2UAE,0eubZ0000000V4AQAU,Temperature too low.,Pasteurization - UHT,All products are pasteurized.,0fCbZ0000000G2cUAE,111(1),Chandrahas Bireddy,Temperature too low.;Pasteurization - UHT;All products are pasteurized.;111(1),Temperature too low.;Pasteurization - UHT,111(1);Milk Industry Standards Regulation
0fMbZ0000000Ik3UAE,0eubZ0000000V4AQAU,Temperature too low.,Pasteurization - UHT,All products are pasteurized.,0fCbZ0000000G2dUAE,111(2),Chandrahas Bireddy,Temperature too low.;Pasteurization - UHT;All products are pasteurized.;111(2),Temperature too low.;Pasteurization - UHT,111(2);Milk Industry Standards Regulation
0fMbZ0000000Ik4UAE,0eubZ0000000V4BQAU,Processing time too short.,Pasteurization - UHT,All products are pasteurized.,0fCbZ0000000G2cUAE,111(1),Chandrahas Bireddy,Processing time too short.;Pasteurization - UHT;All products are pasteurized.;111(1),Processing time too short.;Pasteurization - UHT,111(1);Milk Industry Standards Regulation
0fMbZ0000000Ik5UAE,0eubZ0000000V4BQAU,Processing time too short.,Pasteurization - UHT,All products are pasteurized.,0fCbZ0000000G2dUAE,111(2),Chandrahas Bireddy,Processing time too short.;Pasteurization - UHT;All products are pasteurized.;111(2),Processing time too short.;Pasteurization - UHT,111(2);Milk Industry Standards Regulation
0fMbZ0000000Ik6UAE,0eubZ0000000V4CQAU,Cooling rate too slow.,Pasteurization - UHT,All products are pasteurized.,0fCbZ0000000G2cUAE,111(1),Chandrahas Bireddy,Cooling rate too slow.;Pasteurization - UHT;All products are pasteurized.;111(1),Cooling rate too slow.;Pasteurization - UHT,111(1);Milk Industry Standards Regulation
0fMbZ0000000Ik7UAE,0eubZ0000000V4CQAU,Cooling rate too slow.,Pasteurization - UHT,All products are pasteurized.,0fCbZ0000000G2dUAE,111(2),Chandrahas Bireddy,Cooling rate too slow.;Pasteurization - UHT;All products are pasteurized.;111(2),Cooling rate too slow.;Pasteurization - UHT,111(2);Milk Industry Standards Regulation
0fMbZ0000000Ik8UAE,0eubZ0000000V4DQAU,Excess water not removed.,Pasteurization - UHT,All products are pasteurized.,0fCbZ0000000G2BUAU,107,Chandrahas Bireddy,Excess water not removed.;Pasteurization - UHT;All products are pasteurized.;107,Excess water not removed.;Pasteurization - UHT,107;Milk Industry Standards Regulation
0fMbZ0000000Ik9UAE,0eubZ0000000V4EQAU,"Chart records unclear, incomplete, or not available upon request.",Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,0fCbZ0000000G29UAE,103,Chandrahas Bireddy,"Chart records unclear, incomplete, or not available upon request.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.;103","Chart records unclear, incomplete, or not available upon request.;Pasteurization - UHT",103;Milk Industry Standards Regulation
0fMbZ0000000IkAUAU,0eubZ0000000V4FQAU,Clean-in-place cycles not recorded.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,0fCbZ0000000G2AUAU,106,Chandrahas Bireddy,Clean-in-place cycles not recorded.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.;106,Clean-in-place cycles not recorded.;Pasteurization - UHT,106;Milk Industry Standards Regulation
0fMbZ0000000IkBUAU,0eubZ0000000V4GQAU,Safety thermal limit recorder records do not meet requirements.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,0fCbZ0000000G2AUAU,106,Chandrahas Bireddy,Safety thermal limit recorder records do not meet requirements.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.;106,Safety thermal limit recorder records do not meet requirements.;Pasteurization - UHT,106;Milk Industry Standards Regulation
0fMbZ0000000IkCUAU,0eubZ0000000V4HQAU,Meter based timing system records do not meet requirements.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,0fCbZ0000000G2AUAU,106,Chandrahas Bireddy,Meter based timing system records do not meet requirements.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.;106,Meter based timing system records do not meet requirements.;Pasteurization - UHT,106;Milk Industry Standards Regulation
0fMbZ0000000IkDUAU,0eubZ0000000V4IQAU,Pressure differential controller-recorder records do not meet requirements.,Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.,0fCbZ0000000G2AUAU,106,Chandrahas Bireddy,Pressure differential controller-recorder records do not meet requirements.;Pasteurization - UHT;Pasteurization records are complete and recording chart is functioning correctly.;106,Pressure differential controller-recorder records do not meet requirements.;Pasteurization - UHT,106;Milk Industry Standards Regulation
0fMbZ0000000IkEUAU,0eubZ0000000V4JQAU,Constant level tank not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Constant level tank not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Constant level tank not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkFUAU,0eubZ0000000V4KQAU,Feed pump not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Feed pump not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Feed pump not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkGUAU,0eubZ0000000V4LQAU,Regeneration section pressure insufficient.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Regeneration section pressure insufficient.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Regeneration section pressure insufficient.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkHUAU,0eubZ0000000V4MQAU,Flow control device not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Flow control device not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Flow control device not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkIUAU,0eubZ0000000V4NQAU,Flow control fail safe not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Flow control fail safe not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Flow control fail safe not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkJUAU,0eubZ0000000V4OQAU,Holding section not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Holding section not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Holding section not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkKUAU,0eubZ0000000V4PQAU,Flow diversion device not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Flow diversion device not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Flow diversion device not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkLUAU,0eubZ0000000V4QQAU,Safety thermal limit recorder not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Safety thermal limit recorder not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Safety thermal limit recorder not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkMUAU,0eubZ0000000V4RQAU,Pressure differential recording controller not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Pressure differential recording controller not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Pressure differential recording controller not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkNUAU,0eubZ0000000V4SQAU,Not calibrated or serviced.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G39UAE,88(c),Chandrahas Bireddy,"Not calibrated or serviced.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88(c)",Not calibrated or serviced.;Pasteurization - UHT,88(c);Milk Industry Standards Regulation
0fMbZ0000000IkOUAU,0eubZ0000000V4TQAU,Calibration report incomplete or missing.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G39UAE,88(c),Chandrahas Bireddy,"Calibration report incomplete or missing.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88(c)",Calibration report incomplete or missing.;Pasteurization - UHT,88(c);Milk Industry Standards Regulation
0fMbZ0000000IkPUAU,0eubZ0000000V4UQAU,Cooling section not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Cooling section not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Cooling section not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
0fMbZ0000000IkQUAU,0eubZ0000000V4VQAU,Homogenizer not meeting requirements.,Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",0fCbZ0000000G1xUAE,88,Chandrahas Bireddy,"Homogenizer not meeting requirements.;Pasteurization - UHT;Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;88",Homogenizer not meeting requirements.;Pasteurization - UHT,88;Milk Industry Standards Regulation
