Id,Name,Category__c,DataType,Criticality__c,InspectionQuestiontype__c,PHOCSParentId__c,PHOCSParentId__r.Name,RecordType.DeveloperName,CreatedBy.Name,$$Name$Category__c,PHOCSParentId__r.$$Name$Category__c
0eubZ0000000V3CQAU,Procedures not meeting requirements.,Pasteurization - Vat/holder,Boolean,Non-critical,,0eubZ0000000UwwQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Procedures not meeting requirements.;Pasteurization - Vat/holder,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - Vat/holder"
0eubZ0000000V3DQAU,Safety control test records not meeting requirements.,Pasteurization - Vat/holder,Boolean,Non-critical,,0eubZ0000000UwwQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Safety control test records not meeting requirements.;Pasteurization - Vat/holder,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - Vat/holder"
0eubZ0000000V3EQAU,Not calibrated or serviced.,Pasteurization - Vat/holder,Boolean,Non-critical,,0eubZ0000000UwwQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not calibrated or serviced.;Pasteurization - Vat/holder,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - Vat/holder"
0eubZ0000000V3FQAU,Calibration report missing or incomplete.,Pasteurization - Vat/holder,Boolean,Non-critical,,0eubZ0000000UwwQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Calibration report missing or incomplete.;Pasteurization - Vat/holder,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - Vat/holder"
0eubZ0000000V3GQAU,May contribute to contamination.,Pasteurization - Vat/holder,Boolean,Non-critical,,0eubZ0000000UwwQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,May contribute to contamination.;Pasteurization - Vat/holder,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - Vat/holder"
0eubZ0000000V3HQAU,Temperature too low.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwxQAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Temperature too low.;Pasteurization - HTST,All products are pasteurized.;Pasteurization - HTST
0eubZ0000000V3IQAU,Processing time too short.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwxQAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Processing time too short.;Pasteurization - HTST,All products are pasteurized.;Pasteurization - HTST
0eubZ0000000V3JQAU,Flow diversion not meeting requirements.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwxQAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Flow diversion not meeting requirements.;Pasteurization - HTST,All products are pasteurized.;Pasteurization - HTST
0eubZ0000000V3LQAU,Cooling rate too slow.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwxQAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cooling rate too slow.;Pasteurization - HTST,All products are pasteurized.;Pasteurization - HTST
0eubZ0000000V3KQAU,Pressure differential not meeting requirements.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwxQAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Pressure differential not meeting requirements.;Pasteurization - HTST,All products are pasteurized.;Pasteurization - HTST
0eubZ0000000V3cQAE,Response time not recorded.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Response time not recorded.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3dQAE,Time delay interlock or relay not recorded.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Time delay interlock or relay not recorded.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3MQAU,"Records unclear, incomplete, or not available upon request.",Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Records unclear, incomplete, or not available upon request.;Pasteurization - HTST",Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3NQAU,Clean-in-place cycles not recorded.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Clean-in-place cycles not recorded.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3OQAU,Daily recording thermometer check against indicating thermometer not recorded.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Daily recording thermometer check against indicating thermometer not recorded.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3PQAU,Daily cut in/cut out records not recorded.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Daily cut in/cut out records not recorded.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3QQAU,Flow cut in (meter based timing system) issue.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Flow cut in (meter based timing system) issue.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3RQAU,Flow cut out (meter based timing system) issue.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Flow cut out (meter based timing system) issue.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3aQAE,Recorder controller not adequately sealed.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Recorder controller not adequately sealed.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3SQAU,High flow alarm details not recorded as required.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,High flow alarm details not recorded as required.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3TQAU,Holding time records - calculated method.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Holding time records - calculated method.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3UQAU,Holding time records - salt conductivity test.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Holding time records - salt conductivity test.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3WQAU,Indicating thermometer inaccurate.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Indicating thermometer inaccurate.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3VQAU,Inadequate test records of safety controls.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Inadequate test records of safety controls.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3XQAU,Loss of  signal alarm.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Loss of  signal alarm.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3YQAU,Manual diversion not recorded.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Manual diversion not recorded.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3ZQAU,Milk pump not adequately sealed.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Milk pump not adequately sealed.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3bQAE,Recording thermometers inaccurate.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwyQAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Recording thermometers inaccurate.;Pasteurization - HTST,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - HTST
0eubZ0000000V3uQAE,Meter based timing meter not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Meter based timing meter not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3hQAE,Clean-in-place pump not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Clean-in-place pump not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3iQAE,Cooling section not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cooling section not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3jQAE,Constant level tank not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Constant level tank not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3kQAE,Flow diversion valve or device not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Flow diversion valve or device not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3lQAE,Glycol cooling section not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Glycol cooling section not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3mQAE,Heating section not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Heating section not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3nQAE,Holding section not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Holding section not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3oQAE,Holding tube not sloped as required.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Holding tube not sloped as required.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3pQAE,Homogenizer not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Homogenizer not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3qQAE,Indicating thermometer not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Indicating thermometer not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3rQAE,Leak detect device not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Leak detect device not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3sQAE,May contribute to contamination.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,May contribute to contamination.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3tQAE,Meter based timing controller not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Meter based timing controller not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3vQAE,Milk pump not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Milk pump not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3wQAE,Not calibrated or serviced.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Not calibrated or serviced.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3xQAE,Pasteurized discharge present or not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Pasteurized discharge present or not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3yQAE,Pressure differential controller not meeting requirements.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Pressure differential controller not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3zQAE,Record controller not meeting requirements.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Record controller not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V40QAE,Recording thermometer not meeting requirements.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Recording thermometer not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V41QAE,Regeneration bypass not meeting requirements.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Regeneration bypass not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V42QAE,Regeneration section pressure insufficient.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Regeneration section pressure insufficient.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V43QAE,Safety control test records not available.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Safety control test records not available.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V44QAE,Sensing chamber not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Sensing chamber not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V45QAE,Separator not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Separator not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V46QAE,System has cross-connections.,Pasteurization - HTST,Boolean,Critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,System has cross-connections.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V47QAE,Timing device not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Timing device not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V48QAE,Vacuum breaker not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Vacuum breaker not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V49QAE,Water cooling section not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Water cooling section not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3eQAE,Auxiliary pumps not meeting requirements.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Auxiliary pumps not meeting requirements.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3fQAE,Booster pump not suitably wired.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Booster pump not suitably wired.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V3gQAE,Calibration report missing or incomplete.,Pasteurization - HTST,Boolean,Non-critical,,0eubZ0000000UwzQAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Calibration report missing or incomplete.;Pasteurization - HTST,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - HTST"
0eubZ0000000V4AQAU,Temperature too low.,Pasteurization - UHT,Boolean,Critical,,0eubZ0000000Ux0QAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Temperature too low.;Pasteurization - UHT,All products are pasteurized.;Pasteurization - UHT
0eubZ0000000V4BQAU,Processing time too short.,Pasteurization - UHT,Boolean,Critical,,0eubZ0000000Ux0QAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Processing time too short.;Pasteurization - UHT,All products are pasteurized.;Pasteurization - UHT
0eubZ0000000V4CQAU,Cooling rate too slow.,Pasteurization - UHT,Boolean,Critical,,0eubZ0000000Ux0QAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cooling rate too slow.;Pasteurization - UHT,All products are pasteurized.;Pasteurization - UHT
0eubZ0000000V4DQAU,Excess water not removed.,Pasteurization - UHT,Boolean,Critical,,0eubZ0000000Ux0QAE,All products are pasteurized.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Excess water not removed.;Pasteurization - UHT,All products are pasteurized.;Pasteurization - UHT
0eubZ0000000V4IQAU,Pressure differential controller-recorder records do not meet requirements.,Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux1QAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Pressure differential controller-recorder records do not meet requirements.;Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - UHT
0eubZ0000000V4HQAU,Meter based timing system records do not meet requirements.,Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux1QAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Meter based timing system records do not meet requirements.;Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - UHT
0eubZ0000000V4EQAU,"Chart records unclear, incomplete, or not available upon request.",Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux1QAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Chart records unclear, incomplete, or not available upon request.;Pasteurization - UHT",Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - UHT
0eubZ0000000V4FQAU,Clean-in-place cycles not recorded.,Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux1QAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Clean-in-place cycles not recorded.;Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - UHT
0eubZ0000000V4GQAU,Safety thermal limit recorder records do not meet requirements.,Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux1QAE,Pasteurization records are complete and recording chart is functioning correctly.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Safety thermal limit recorder records do not meet requirements.;Pasteurization - UHT,Pasteurization records are complete and recording chart is functioning correctly.;Pasteurization - UHT
0eubZ0000000V4ZQAU,May contribute to contamination.,Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux2QAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,May contribute to contamination.;Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - UHT"
0eubZ0000000V4WQAU,Aseptic surge tank not meeting requirements.,Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux2QAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Aseptic surge tank not meeting requirements.;Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - UHT"
0eubZ0000000V4YQAU,Packaging and filling controls not meeting requirements.,Pasteurization - UHT,Boolean,Non-critical,,0eubZ0000000Ux2QAE,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Packaging and filling controls not meeting requirements.;Pasteurization - UHT,"Pasteurization equipment is clean, approved, sanitary, and maintained in good working conditions.;Pasteurization - UHT"
