Id,Name,Category__c,DataType,Criticality__c,InspectionQuestiontype__c,PHOCSParentId__c,PHOCSParentId__r.Name,RecordType.DeveloperName,CreatedBy.Name,$$Name$Category__c,PHOCSParentId__r.$$Name$Category__c
0eubZ0000000Ux4QAE,Raw milk cheeses being sold or supplied are aged for the minimum 60 days.,Pasteurization - General,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Raw milk cheeses being sold or supplied are aged for the minimum 60 days.;Pasteurization - General,
0eubZ0000000Ux5QAE,"Equipment is clean, approved, sanitary, and maintained in good working condition.",Equipment,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Equipment is clean, approved, sanitary, and maintained in good working condition.;Equipment",
0eubZ0000000Ux6QAE,"Coolers are clean, approved, sanitary, and maintained in good working condition.",Equipment,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Coolers are clean, approved, sanitary, and maintained in good working condition.;Equipment",
0eubZ0000000UxIQAU,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.;Interior,
0eubZ0000000UxJQAU,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.",Interior,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.;Interior",
0eubZ0000000UxKQAU,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.",Interior,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.;Interior",
0eubZ0000000UxLQAU,"Ventilation is adequate to prevent odours, condensation and dust accumulation.",Interior,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Ventilation is adequate to prevent odours, condensation and dust accumulation.;Interior",
0eubZ0000000UxMQAU,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Interior,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.;Interior,
0eubZ0000000UxNQAU,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.",Sanitation,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.;Sanitation",
0eubZ0000000UxOQAU,"Sanitation program is adequate, being followed and records are maintained.",Sanitation,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Sanitation program is adequate, being followed and records are maintained.;Sanitation",
0eubZ0000000UxPQAU,Sewage and waste disposal is effective and meets all health and pollution regulations.,Sanitation,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Sewage and waste disposal is effective and meets all health and pollution regulations.;Sanitation,
0eubZ0000000UxQQAU,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.,Sanitation,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Adequate supply of pressurized hot and cold potable water is supplied to maintain standards of cleanliness.;Sanitation,
0eubZ0000000UxRQAU,Exterior of the dairy plant is free of potential sources of contamination.,Exterior,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Exterior of the dairy plant is free of potential sources of contamination.;Exterior,
0eubZ0000000UxSQAU,All ingredients and supplies protected from contamination during storage.,Ingredients,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,All ingredients and supplies protected from contamination during storage.;Ingredients,
0eubZ0000000UxTQAU,"Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.",Ingredients,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Dairy products for livestock and animal feed are handled, treated, processed and stored away from milk products intended for human consumption.;Ingredients",
0eubZ0000000UxUQAU,Products are labelled adequately.,Packaging and Labelling,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Products are labelled adequately.;Packaging and Labelling,
0eubZ0000000UxVQAU,Products are packaged adequately.,Packaging and Labelling,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Products are packaged adequately.;Packaging and Labelling,
0eubZ0000000UxWQAU,"Written recall and traceability protocols are up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Written recall and traceability protocols are up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxXQAU,"Raw ingredient protocols up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Raw ingredient protocols up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxYQAU,"Monthly testing program is up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Monthly testing program is up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxZQAU,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Equipment Preventative Maintenance & Calibration protocols up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxaQAE,"Product processing procedures are up to date, being followed and records maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Product processing procedures are up to date, being followed and records maintained.;Programs and plans",
0eubZ0000000UxbQAE,"Transportation program is up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Transportation program is up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxcQAE,"Worker training program is up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Worker training program is up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxdQAE,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.",Programs and plans,String,Non-critical,Best Practice/Guidelines,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Secondary Water Treatment is in place, monitoring and maintenance procedures are being followed and records are maintained.;Programs and plans",
0eubZ0000000UxeQAE,"Allergen Control Program is up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Allergen Control Program is up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxfQAE,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Personnel Hygiene Program is up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxgQAE,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxhQAE,"Glass breakage Control Program is up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Glass breakage Control Program is up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxiQAE,"Product Labelling Program is up to date, being followed and records are maintained.",Programs and plans,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Product Labelling Program is up to date, being followed and records are maintained.;Programs and plans",
0eubZ0000000UxjQAE,Product test results are satisfactory.,Product Testing,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Product test results are satisfactory.;Product Testing,
0eubZ0000000UxkQAE,Environmental swab results are satisfactory.,Environmental Swabbing,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Environmental swab results are satisfactory.;Environmental Swabbing,
0eubZ0000000V8fQAE,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Raw milk receiving,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.;Raw milk receiving,
0eubZ0000000UwlQAE,"Products, processes, equipment and rooms are approved.",Approved activities,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Products, processes, equipment and rooms are approved.;Approved activities",
0eubZ0000000Ux8QAE,Licence to operate a dairy plant is valid and is available in a conspicuous location.,Licensing,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Licence to operate a dairy plant is valid and is available in a conspicuous location.;Licensing,
0eubZ0000000Ux9QAE,"Dairy plant workers are fully qualified, licensed and the worker licences are available in a conspicuous location.",Licensing,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Dairy plant workers are fully qualified, licensed and the worker licences are available in a conspicuous location.;Licensing",
0eubZ0000000UxAQAU,Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.,Licensing,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.;Licensing,
0eubZ0000000UxBQAU,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.",Hygiene,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.;Hygiene",
0eubZ0000000UxCQAU,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Hygiene,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.;Hygiene,
0eubZ0000000UxDQAU,Adequate hand washing stations are conveniently located and equipped with all required supplies.,Hygiene,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Adequate hand washing stations are conveniently located and equipped with all required supplies.;Hygiene,
0eubZ0000000UxEQAU,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.",Hygiene,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.;Hygiene",
0eubZ0000000UxFQAU,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.",Hygiene,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.;Hygiene",
0eubZ0000000UxGQAU,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.",Hygiene,String,Non-critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.;Hygiene",
0eubZ0000000UxHQAU,Pest control program is adequate and records are maintained.,Pest control,String,Critical,Regulation,,,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Pest control program is adequate and records are maintained.;Pest control,
0eubZ0000000V2BQAU,Unapproved product or equipment.,Approved activities,Boolean,Critical,,0eubZ0000000UwlQAE,"Products, processes, equipment and rooms are approved.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unapproved product or equipment.;Approved activities,"Products, processes, equipment and rooms are approved.;Approved activities"
0eubZ0000000V2DQAU,Unapproved room or area.,Approved activities,Boolean,Critical,,0eubZ0000000UwlQAE,"Products, processes, equipment and rooms are approved.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unapproved room or area.;Approved activities,"Products, processes, equipment and rooms are approved.;Approved activities"
0eubZ0000000V2CQAU,Unapproved operation.,Approved activities,Boolean,Critical,,0eubZ0000000UwlQAE,"Products, processes, equipment and rooms are approved.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unapproved operation.;Approved activities,"Products, processes, equipment and rooms are approved.;Approved activities"
0eubZ0000000V2GQAU,Presence of unwanted pathogen.,Product safety and quality,Boolean,Critical,,0eubZ0000000UwmQAE,"Products are free of extraneous water, adulteration and contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Presence of unwanted pathogen.;Product safety and quality,"Products are free of extraneous water, adulteration and contamination.;Product safety and quality"
0eubZ0000000V2FQAU,Adulteration of product.,Product safety and quality,Boolean,Non-critical,,0eubZ0000000UwmQAE,"Products are free of extraneous water, adulteration and contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Adulteration of product.;Product safety and quality,"Products are free of extraneous water, adulteration and contamination.;Product safety and quality"
0eubZ0000000V2EQAU,Excess or extraneous water in product.,Product safety and quality,Boolean,Non-critical,,0eubZ0000000UwmQAE,"Products are free of extraneous water, adulteration and contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Excess or extraneous water in product.;Product safety and quality,"Products are free of extraneous water, adulteration and contamination.;Product safety and quality"
0eubZ0000000V2IQAU,"Products processed, stored, or handled in a way that can cause contamination.",Product safety and quality,Boolean,Non-critical,,0eubZ0000000UwmQAE,"Products are free of extraneous water, adulteration and contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Products processed, stored, or handled in a way that can cause contamination.;Product safety and quality","Products are free of extraneous water, adulteration and contamination.;Product safety and quality"
0eubZ0000000V2HQAU,Bacterial levels in excess of regulatory limit.,Product safety and quality,Boolean,Non-critical,,0eubZ0000000UwmQAE,"Products are free of extraneous water, adulteration and contamination.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Bacterial levels in excess of regulatory limit.;Product safety and quality,"Products are free of extraneous water, adulteration and contamination.;Product safety and quality"
0eubZ0000000V2JQAU,Milk sources are not from prescribed animal(s).,Raw milk receiving,Boolean,Critical,,0eubZ0000000UwnQAE,"Milk sources are from prescribed dairy animals (cow, goat, sheep, water buffalo, caribou, horse or reindeer).",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Milk sources are not from prescribed animal(s).;Raw milk receiving,"Milk sources are from prescribed dairy animals (cow, goat, sheep, water buffalo, caribou, horse or reindeer).;Raw milk receiving"
0eubZ0000000V2KQAU,Containers not being adequately cleaned.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwoQAE,Containers used for raw milk and products are cleaned and sanitized at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Containers not being adequately cleaned.;Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.;Raw milk receiving
0eubZ0000000V2LQAU,Containers not being stored in a sanitary manner.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwoQAE,Containers used for raw milk and products are cleaned and sanitized at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Containers not being stored in a sanitary manner.;Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.;Raw milk receiving
0eubZ0000000V2MQAU,Cleaning areas inadequate or not maintained.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwoQAE,Containers used for raw milk and products are cleaned and sanitized at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cleaning areas inadequate or not maintained.;Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.;Raw milk receiving
0eubZ0000000V2NQAU,Cleaning equipment not functioning.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwoQAE,Containers used for raw milk and products are cleaned and sanitized at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cleaning equipment not functioning.;Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.;Raw milk receiving
0eubZ0000000V2OQAU,Sanitation program not being followed.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwoQAE,Containers used for raw milk and products are cleaned and sanitized at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Sanitation program not being followed.;Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.;Raw milk receiving
0eubZ0000000V2PQAU,Chemical concentration of cleaning and sanitizing products incorrect.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwoQAE,Containers used for raw milk and products are cleaned and sanitized at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Chemical concentration of cleaning and sanitizing products incorrect.;Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.;Raw milk receiving
0eubZ0000000V2QQAU,Tank truck cleaning insufficient or inadequate.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwpQAE,Raw milk trucks are cleaned and sanitized at the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Tank truck cleaning insufficient or inadequate.;Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.;Raw milk receiving
0eubZ0000000V2RQAU,Cleaning system not operating properly.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwpQAE,Raw milk trucks are cleaned and sanitized at the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cleaning system not operating properly.;Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.;Raw milk receiving
0eubZ0000000V2SQAU,Sanitation program not being followed.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwpQAE,Raw milk trucks are cleaned and sanitized at the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Sanitation program not being followed.;Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.;Raw milk receiving
0eubZ0000000V2VQAU,Spills not cleaned up.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwqQAE,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Spills not cleaned up.;Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.;Raw milk receiving
0eubZ0000000V2TQAU,Hoses and pumps not rinsed out as required.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwqQAE,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Hoses and pumps not rinsed out as required.;Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.;Raw milk receiving
0eubZ0000000V2UQAU,Cleaning areas inadequate or not maintained.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwqQAE,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Cleaning areas inadequate or not maintained.;Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.;Raw milk receiving
0eubZ0000000V2WQAU,Milk filter missing or not used.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwrQAE,All milk has been filtered or clarified prior to pasteurization.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Milk filter missing or not used.;Raw milk receiving,All milk has been filtered or clarified prior to pasteurization.;Raw milk receiving
0eubZ0000000V2XQAU,Milk filter not operating as required.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwrQAE,All milk has been filtered or clarified prior to pasteurization.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Milk filter not operating as required.;Raw milk receiving,All milk has been filtered or clarified prior to pasteurization.;Raw milk receiving
0eubZ0000000V2ZQAU,Records not available upon request.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwsQAE,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Records not available upon request.;Raw milk receiving,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.;Raw milk receiving
0eubZ0000000V2YQAU,Incomplete or inaccurate records.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwsQAE,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Incomplete or inaccurate records.;Raw milk receiving,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.;Raw milk receiving
0eubZ0000000V2iQAE,Non-satisfactory acidity (pH) results.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwtQAE,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Non-satisfactory acidity (pH) results.;Raw milk receiving,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.;Raw milk receiving"
0eubZ0000000V2kQAE,Tests via unapproved laboratory.,Raw milk receiving,Boolean,Non-critical,,0eubZ0000000UwtQAE,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Tests via unapproved laboratory.;Raw milk receiving,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.;Raw milk receiving"
