Id,Name,Subject,Description,EffectiveFrom,RegulatoryAuthorityId,RegulatoryAuthority.Name,RecordType.DeveloperName,$$Name$RegulatoryAuthority.Name
0fCbZ0000000G1tUAE,83,83 Sampling of dairy products,83 Sampling of dairy products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,83;Milk Industry Standards Regulation
0fCbZ0000000G1uUAE,84,84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84;Milk Industry Standards Regulation
0fCbZ0000000G1vUAE,85,85 Cleanliness and Hygiene,85 Cleanliness and Hygiene,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,85;Milk Industry Standards Regulation
0fCbZ0000000G1wUAE,87,87 Water Supply and sewage,87 Water Supply and sewage,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,87;Milk Industry Standards Regulation
0fCbZ0000000G1xUAE,88,88 Equipment to be approved,88 Equipment to be approved,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,88;Milk Industry Standards Regulation
0fCbZ0000000G1yUAE,89,89 Cleaning and sanitizing containers,89 Cleaning and sanitizing containers,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,89;Milk Industry Standards Regulation
0fCbZ0000000G1zUAE,90,90 Protection of supplies,90 Protection of supplies,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,90;Milk Industry Standards Regulation
0fCbZ0000000G20UAE,91,91 Manufacture and storage of milk products,91 Manufacture and storage of milk products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,91;Milk Industry Standards Regulation
0fCbZ0000000G21UAE,93,93 Operations to be approved as to manner and sequence,93 Operations to be approved as to manner and sequence,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,93;Milk Industry Standards Regulation
0fCbZ0000000G22UAE,94,94 Clarification and filtration of milk,94 Clarification and filtration of milk,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,94;Milk Industry Standards Regulation
0fCbZ0000000G23UAE,95,95 Overflowed or leaked milk,95 Overflowed or leaked milk,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,95;Milk Industry Standards Regulation
0fCbZ0000000G24UAE,96,"96 Skim milk, buttermilk and whey","96 Skim milk, buttermilk and whey",2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,96;Milk Industry Standards Regulation
0fCbZ0000000G25UAE,97,97 Holding milk at dairy plant,97 Holding milk at dairy plant,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,97;Milk Industry Standards Regulation
0fCbZ0000000G26UAE,98,98 Pest control program,98 Pest control program,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,98;Milk Industry Standards Regulation
0fCbZ0000000G27UAE,100,100 Temperature control,100 Temperature control,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,100;Milk Industry Standards Regulation
0fCbZ0000000G28UAE,102,102 Filling holder type pasteurizer,102 Filling holder type pasteurizer,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,102;Milk Industry Standards Regulation
0fCbZ0000000G29UAE,103,H.T.S.T. pasteurization — general,H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103;Milk Industry Standards Regulation
0fCbZ0000000G2AUAU,106,106 Recording Thermometer Charts,106 Recording Thermometer Charts,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,106;Milk Industry Standards Regulation
0fCbZ0000000G2BUAU,107,107 U.H.T. direct heat pasteurization,107 U.H.T. direct heat pasteurization,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,107;Milk Industry Standards Regulation
0fCbZ0000000G2CUAU,108,108 Pasteurizing milk and reconstituted milk,108 Pasteurizing milk and reconstituted milk,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,108;Milk Industry Standards Regulation
0fCbZ0000000G2DUAU,111,111 U.H.T. method,111 U.H.T. method,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,111;Milk Industry Standards Regulation
0fCbZ0000000G2EUAU,88(d),88 Equipment to be approved,88 Equipment to be approved,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,88(d);Milk Industry Standards Regulation
0fCbZ0000000G2FUAU,1(1),"Definitions ""U.H.T""","Definitions ""U.H.T""",2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,1(1);Milk Industry Standards Regulation
0fCbZ0000000G2GUAU,100(3),100 Temperature control,100 Temperature control,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,100(3);Milk Industry Standards Regulation
0fCbZ0000000G2HUAU,100(5),100 Temperature control;,100 Temperature control;,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,100(5);Milk Industry Standards Regulation
0fCbZ0000000G2IUAU,101 (2),101 Agitation and foam,101 Agitation and foam,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,101 (2);Milk Industry Standards Regulation
0fCbZ0000000G2JUAU,101(1)(2),101 Agitation and foam,101 Agitation and foam,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,101(1)(2);Milk Industry Standards Regulation
0fCbZ0000000G2KUAU,103(1),103 H.T.S.T. pasteurization — general,103 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(1);Milk Industry Standards Regulation
0fCbZ0000000G2LUAU,103(1)(a),103 H.T.S.T. pasteurization — general,103 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(1)(a);Milk Industry Standards Regulation
0fCbZ0000000G2MUAU,103(1)(c),103 H.T.S.T. pasteurization — general,103 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(1)(c);Milk Industry Standards Regulation
0fCbZ0000000G2NUAU,103(1)(d),103 H.T.S.T. pasteurization — general,103 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(1)(d);Milk Industry Standards Regulation
0fCbZ0000000G2OUAU,103(1)(e),102 H.T.S.T. pasteurization — general,102 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(1)(e);Milk Industry Standards Regulation
0fCbZ0000000G2PUAU,103(1)(f),103 H.T.S.T. pasteurization — general,103 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(1)(f);Milk Industry Standards Regulation
0fCbZ0000000G2QUAU,103(2),104 H.T.S.T. pasteurization — general,104 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(2);Milk Industry Standards Regulation
0fCbZ0000000G2RUAU,103(a),105 H.T.S.T. pasteurization — general,105 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(a);Milk Industry Standards Regulation
0fCbZ0000000G2SUAU,103(b),106 H.T.S.T. pasteurization — general,106 H.T.S.T. pasteurization — general,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,103(b);Milk Industry Standards Regulation
0fCbZ0000000G2TUAU,104(a),104 H.T.S.T booster pump,104 H.T.S.T booster pump,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,104(a);Milk Industry Standards Regulation
0fCbZ0000000G2UUAU,105(1),105 H.T.S.T. recorder controller and milk pump,105 H.T.S.T. recorder controller and milk pump,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,105(1);Milk Industry Standards Regulation
0fCbZ0000000G2VUAU,106(1)(2),106 Recording thermometer charts,106 Recording thermometer charts,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,106(1)(2);Milk Industry Standards Regulation
0fCbZ0000000G2WUAU,108(a),108 Pasteurizing milk and reconstituted milk,108 Pasteurizing milk and reconstituted milk,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,108(a);Milk Industry Standards Regulation
0fCbZ0000000G2XUAU,108(b),108 Pasteurizing milk and reconstituted milk,108 Pasteurizing milk and reconstituted milk,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,108(b);Milk Industry Standards Regulation
0fCbZ0000000G2YUAU,109(a),109 Pasteurizing cream and reconstituted cream,109 Pasteurizing cream and reconstituted cream,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,109(a);Milk Industry Standards Regulation
0fCbZ0000000G2ZUAU,109(b),109 Pasteurizing cream and reconstituted cream,109 Pasteurizing cream and reconstituted cream,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,109(b);Milk Industry Standards Regulation
0fCbZ0000000G2aUAE,110(a),"110 Pasteurizing ice cream, ice cream mix and sugared dairy beverages","110 Pasteurizing ice cream, ice cream mix and sugared dairy beverages",2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,110(a);Milk Industry Standards Regulation
0fCbZ0000000G2bUAE,110(b),"110 Pasteurizing ice cream, ice cream mix and sugared dairy beverages","110 Pasteurizing ice cream, ice cream mix and sugared dairy beverages",2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,110(b);Milk Industry Standards Regulation
0fCbZ0000000G2cUAE,111(1),111 U.H.T. method,111 U.H.T. method,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,111(1);Milk Industry Standards Regulation
0fCbZ0000000G2dUAE,111(2),111 U.H.T. method,111 U.H.T. method,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,111(2);Milk Industry Standards Regulation
0fCbZ0000000G2jUAE,80(3),80 Finished product standards,80 Finished product standards,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,80(3);Milk Industry Standards Regulation
0fCbZ0000000G2kUAE,80(4),80 Finished product standards,80 Finished product standards,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,80(4);Milk Industry Standards Regulation
0fCbZ0000000G2lUAE,80(4)(a),80 Finished product standards,80 Finished product standards,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,80(4)(a);Milk Industry Standards Regulation
0fCbZ0000000G2mUAE,80(5),80 Finished product standards,80 Finished product standards,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,80(5);Milk Industry Standards Regulation
0fCbZ0000000G2nUAE,81(1),81 Bacterial content in finished products,81 Bacterial content in finished products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,81(1);Milk Industry Standards Regulation
0fCbZ0000000G2oUAE,81(2),82 Bacterial content in finished products,82 Bacterial content in finished products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,81(2);Milk Industry Standards Regulation
0fCbZ0000000G2pUAE,81(3),83 Bacterial content in finished products,83 Bacterial content in finished products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,81(3);Milk Industry Standards Regulation
0fCbZ0000000G2qUAE,81(4),84 Bacterial content in finished products,84 Bacterial content in finished products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,81(4);Milk Industry Standards Regulation
0fCbZ0000000G2rUAE,83(1),83 Sampling of dairy products,83 Sampling of dairy products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,83(1);Milk Industry Standards Regulation
0fCbZ0000000G2sUAE,83(2),83 Sampling of dairy products,83 Sampling of dairy products,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,83(2);Milk Industry Standards Regulation
0fCbZ0000000G2tUAE,84(1),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(1);Milk Industry Standards Regulation
0fCbZ0000000G2uUAE,84(2),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(2);Milk Industry Standards Regulation
0fCbZ0000000G2vUAE,84(3),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(3);Milk Industry Standards Regulation
0fCbZ0000000G2wUAE,84(4),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(4);Milk Industry Standards Regulation
0fCbZ0000000G2xUAE,84(5),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(5);Milk Industry Standards Regulation
0fCbZ0000000G2yUAE,84(6),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(6);Milk Industry Standards Regulation
0fCbZ0000000G2zUAE,84(7),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(7);Milk Industry Standards Regulation
0fCbZ0000000G30UAE,84(8),84 Dairy Plant  - General specifications,84 Dairy Plant  - General specifications,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,84(8);Milk Industry Standards Regulation
0fCbZ0000000G31UAE,85(1),85 Cleanliness and hygiene,85 Cleanliness and hygiene,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,85(1);Milk Industry Standards Regulation
0fCbZ0000000G32UAE,85(2),85 Cleanliness and hygiene,85 Cleanliness and hygiene,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,85(2);Milk Industry Standards Regulation
0fCbZ0000000G33UAE,85(3),85 Cleanliness and hygiene,85 Cleanliness and hygiene,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,85(3);Milk Industry Standards Regulation
0fCbZ0000000G34UAE,85(4),85 Cleanliness and hygiene,85 Cleanliness and hygiene,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,85(4);Milk Industry Standards Regulation
0fCbZ0000000G35UAE,85(5),85 Cleanliness and hygiene,85 Cleanliness and hygiene,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,85(5);Milk Industry Standards Regulation
0fCbZ0000000G36UAE,87(1),87 Water supply and sewage,87 Water supply and sewage,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,87(1);Milk Industry Standards Regulation
0fCbZ0000000G37UAE,87(2),87 Water supply and sewage,87 Water supply and sewage,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,87(2);Milk Industry Standards Regulation
0fCbZ0000000G38UAE,88(b),88 Equipment to be approved,88 Equipment to be approved,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,88(b);Milk Industry Standards Regulation
0fCbZ0000000G39UAE,88(c),88 Equipment to be approved,88 Equipment to be approved,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,88(c);Milk Industry Standards Regulation
0fCbZ0000000G3AUAU,89(1),89 Cleaning and sanitizing containers,89 Cleaning and sanitizing containers,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,89(1);Milk Industry Standards Regulation
0fCbZ0000000G3BUAU,89(2),89 Cleaning and sanitizing containers,89 Cleaning and sanitizing containers,2025-03-26T10:36:00.000+0000,19pbZ0000001GvlQAE,Milk Industry Standards Regulation,PHOCSRegulatoryCode,89(2);Milk Industry Standards Regulation
