Id,Name,Family,IsActive,RecordType.DeveloperName,CreatedBy.Name,$$Name$Family
01tbZ000009W3YuQAK,35%,Cream (greater than 10% milk fat),false,Products,Vishwantha Gandloju,35%;Cream (greater than 10% milk fat)
01tJQ00000L50rZYAR,36%,Cream (greater than 10% milk fat),false,Products,PHOCS Data Migration,36%;Cream (greater than 10% milk fat)
01tJQ00000L50raYAB,40%,Cream (greater than 10% milk fat),false,Products,PHOCS Data Migration,40%;Cream (greater than 10% milk fat)
01tJQ00000L50rbYAB,Devon cream,Cream (greater than 10% milk fat),false,Products,PHOCS Data Migration,Devon cream;Cream (greater than 10% milk fat)
01tJQ00000L50rcYAB,Non-homogenized,Cream (greater than 10% milk fat),false,Products,PHOCS Data Migration,Non-homogenized;Cream (greater than 10% milk fat)
01tJQ00000L50reYAB,Condensed milk,Liquid manufactured milk product,false,Products,PHOCS Data Migration,Condensed milk;Liquid manufactured milk product
01tJQ00000L50rgYAB,Egg nog,Liquid manufactured milk product,false,Products,PHOCS Data Migration,Egg nog;Liquid manufactured milk product
01tJQ00000L50rdYAB,Evaporated milk,Liquid manufactured milk product,false,Products,PHOCS Data Migration,Evaporated milk;Liquid manufactured milk product
01tJQ00000L50rlYAB,Flavoured creamer,Liquid manufactured milk product,false,Products,PHOCS Data Migration,Flavoured creamer;Liquid manufactured milk product
01tbZ000009W3Z1QAK,Flavoured milk,Liquid manufactured milk product,false,Products,Vishwantha Gandloju,Flavoured milk;Liquid manufactured milk product
01tbZ000009W3Z6QAK,Frozen dairy dessert mix,Liquid manufactured milk product,false,Products,Vishwantha Gandloju,Frozen dairy dessert mix;Liquid manufactured milk product
01tJQ00000L50rhYAB,Ice cream mix,Liquid manufactured milk product,false,Products,PHOCS Data Migration,Ice cream mix;Liquid manufactured milk product
01tbZ000009W3Z4QAK,Milk shake mix,Liquid manufactured milk product,false,Products,Vishwantha Gandloju,Milk shake mix;Liquid manufactured milk product
01tbZ000009W3Z5QAK,Other sweetened mix,Liquid manufactured milk product,false,Products,Vishwantha Gandloju,Other sweetened mix;Liquid manufactured milk product
01tJQ00000L50rsYAB,Butter,Non-liquid manufactured milk product (without added culture),false,Products,PHOCS Data Migration,Butter;Non-liquid manufactured milk product (without added culture)
01tJQ00000L50rmYAB,Butter - salted,Non-liquid manufactured milk product (without added culture),false,Products,PHOCS Data Migration,Butter - salted;Non-liquid manufactured milk product (without added culture)
01tJQ00000L50rnYAB,Butter - unsalted,Non-liquid manufactured milk product (without added culture),false,Products,PHOCS Data Migration,Butter - unsalted;Non-liquid manufactured milk product (without added culture)
01tbZ000009W3ZAQA0,"Ghee, butter oil, or clarified butter",Non-liquid manufactured milk product (without added culture),false,Products,Vishwantha Gandloju,"Ghee, butter oil, or clarified butter;Non-liquid manufactured milk product (without added culture)"
01tbZ000009W3ZBQA0,Khoa,Non-liquid manufactured milk product (without added culture),false,Products,Vishwantha Gandloju,Khoa;Non-liquid manufactured milk product (without added culture)
01tbZ000009W3ZDQA0,Paneer,Non-liquid manufactured milk product (without added culture),false,Products,Vishwantha Gandloju,Paneer;Non-liquid manufactured milk product (without added culture)
01tJQ00000L50rqYAB,Pudding,Non-liquid manufactured milk product (without added culture),false,Products,PHOCS Data Migration,Pudding;Non-liquid manufactured milk product (without added culture)
01tJQ00000L50rzYAB,Frozen dairy dessert,Frozen manufactured milk product,false,Products,PHOCS Data Migration,Frozen dairy dessert;Frozen manufactured milk product
01tJQ00000L50rwYAB,Gelato,Frozen manufactured milk product,false,Products,PHOCS Data Migration,Gelato;Frozen manufactured milk product
01tbZ000009W3ZFQA0,Ice cream,Frozen manufactured milk product,false,Products,Vishwantha Gandloju,Ice cream;Frozen manufactured milk product
01tJQ00000L50ruYAB,Ice milk,Frozen manufactured milk product,false,Products,PHOCS Data Migration,Ice milk;Frozen manufactured milk product
01tbZ000009W3ZJQA0,Malt,Frozen manufactured milk product,false,Products,Vishwantha Gandloju,Malt;Frozen manufactured milk product
01tJQ00000L50rvYAB,Milk shake,Frozen manufactured milk product,false,Products,PHOCS Data Migration,Milk shake;Frozen manufactured milk product
01tbZ000009W3ZKQA0,Sherbet or Sorbet,Frozen manufactured milk product,false,Products,Vishwantha Gandloju,Sherbet or Sorbet;Frozen manufactured milk product
01tbZ000009W3ZZQA0,Buffalo yogurt,Cultured dairy product,false,Products,Vishwantha Gandloju,Buffalo yogurt;Cultured dairy product
01tJQ00000L50s2YAB,Buttermilk,Cultured dairy product,false,Products,PHOCS Data Migration,Buttermilk;Cultured dairy product
01tJQ00000L50s9YAB,Chevre (cheese),Cultured dairy product,false,Products,PHOCS Data Migration,Chevre (cheese);Cultured dairy product
01tbZ000009W3ZYQA0,Cottage cheese,Cultured dairy product,false,Products,Vishwantha Gandloju,Cottage cheese;Cultured dairy product
01tJQ00000L50sBYAR,Cream cheese,Cultured dairy product,false,Products,PHOCS Data Migration,Cream cheese;Cultured dairy product
01tJQ00000L50s5YAB,Cultured butter,Cultured dairy product,false,Products,PHOCS Data Migration,Cultured butter;Cultured dairy product
01tbZ000009W3ZQQA0,Cultured cream,Cultured dairy product,false,Products,Vishwantha Gandloju,Cultured cream;Cultured dairy product
01tbZ000009W3ZWQA0,Fromage frais (cheese),Cultured dairy product,false,Products,Vishwantha Gandloju,Fromage frais (cheese);Cultured dairy product
01tbZ000009W3ZSQA0,Kefir,Cultured dairy product,false,Products,Vishwantha Gandloju,Kefir;Cultured dairy product
01tbZ000009W3ZTQA0,Neufchatel (cheese),Cultured dairy product,false,Products,Vishwantha Gandloju,Neufchatel (cheese);Cultured dairy product
01tbZ000009W3ZUQA0,Quark (cheese),Cultured dairy product,false,Products,Vishwantha Gandloju,Quark (cheese);Cultured dairy product
01tbZ000009W3ZPQA0,Sour cream,Cultured dairy product,false,Products,Vishwantha Gandloju,Sour cream;Cultured dairy product
01tJQ00000L50s1YAB,Yogurt drink or yogurt beverage,Cultured dairy product,false,Products,PHOCS Data Migration,Yogurt drink or yogurt beverage;Cultured dairy product
01tbZ000009W3ZMQA0,Yogurt or Drinkable yogurt,Cultured dairy product,false,Products,Vishwantha Gandloju,Yogurt or Drinkable yogurt;Cultured dairy product
01tbZ000009W3ZdQAK,Firm (50 to 62% MFFB),Cheese - Pasteurized,false,Products,Vishwantha Gandloju,Firm (50 to 62% MFFB);Cheese - Pasteurized
01tJQ00000L50sIYAR,Hard (Less than 50% MFFB),Cheese - Pasteurized,false,Products,PHOCS Data Migration,Hard (Less than 50% MFFB);Cheese - Pasteurized
01tJQ00000L50sGYAR,Semi-soft (62 to 67% MFFB),Cheese - Pasteurized,false,Products,PHOCS Data Migration,Semi-soft (62 to 67% MFFB);Cheese - Pasteurized
01tJQ00000L50sFYAR,"Soft, unripened (67 to 80% MFFB)",Cheese - Pasteurized,false,Products,PHOCS Data Migration,"Soft, unripened (67 to 80% MFFB);Cheese - Pasteurized"
01tJQ00000L50sEYAR,"Soft, white, unripened (more than 80% MFFB)",Cheese - Pasteurized,false,Products,PHOCS Data Migration,"Soft, white, unripened (more than 80% MFFB);Cheese - Pasteurized"
01tbZ000009W3ZhQAK,Firm (50 to 62% MFFB),"Cheese - Pasteurized, mould ripened",false,Products,Vishwantha Gandloju,"Firm (50 to 62% MFFB);Cheese - Pasteurized, mould ripened"
01tJQ00000L50sMYAR,Hard (Less than 50% MFFB),"Cheese - Pasteurized, mould ripened",false,Products,PHOCS Data Migration,"Hard (Less than 50% MFFB);Cheese - Pasteurized, mould ripened"
01tbZ000009W3ZgQAK,Semi-soft (62 to 67% MFFB),"Cheese - Pasteurized, mould ripened",false,Products,Vishwantha Gandloju,"Semi-soft (62 to 67% MFFB);Cheese - Pasteurized, mould ripened"
01tJQ00000L50sJYAR,Soft (67 to 80% MFFB),"Cheese - Pasteurized, mould ripened",false,Products,PHOCS Data Migration,"Soft (67 to 80% MFFB);Cheese - Pasteurized, mould ripened"
01tbZ000009W3ZkQAK,Firm (50 to 62% MFFB),Cheese - Unpasteurized  (all varieties),false,Products,Vishwantha Gandloju,Firm (50 to 62% MFFB);Cheese - Unpasteurized  (all varieties)
01tJQ00000L50sPYAR,Hard (Less than 50% MFFB),Cheese - Unpasteurized  (all varieties),false,Products,PHOCS Data Migration,Hard (Less than 50% MFFB);Cheese - Unpasteurized  (all varieties)
01tbZ000009W3ZjQAK,Semi-soft (62 to 67% MFFB),Cheese - Unpasteurized  (all varieties),false,Products,Vishwantha Gandloju,Semi-soft (62 to 67% MFFB);Cheese - Unpasteurized  (all varieties)
01tbZ000009W3ZpQAK,Buttermilk,Milk powder,false,Products,Vishwantha Gandloju,Buttermilk;Milk powder
01tJQ00000L50sVYAR,Milk Protein Concentrate (MPC),Milk powder,false,Products,PHOCS Data Migration,Milk Protein Concentrate (MPC);Milk powder
01tJQ00000L50sRYAR,Partly skimmed,Milk powder,false,Products,PHOCS Data Migration,Partly skimmed;Milk powder
01tJQ00000L50sQYAR,Skim,Milk powder,false,Products,PHOCS Data Migration,Skim;Milk powder
01tJQ00000L50sUYAR,Whey,Milk powder,false,Products,PHOCS Data Migration,Whey;Milk powder
01tJQ00000L50sSYAR,Whole,Milk powder,false,Products,PHOCS Data Migration,Whole;Milk powder
