Id,Name,Category__c,DataType,Criticality__c,InspectionQuestiontype__c,PHOCSParentId__c,PHOCSParentId__r.Name,RecordType.DeveloperName,CreatedBy.Name,$$Name$Category__c$PHOCSParentId__r.Name,PHOCSParentId__r.$$Name$Category__c$PHOCSParentId__r.Name
0eubZ0000000WAZQA2,Raw oyster food safety plan is insufficient or not in place.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Raw oyster food safety plan is insufficient or not in place.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0eubZ0000000WAgQAM,Raw shellfish illness/complaint log is not available for review.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Raw shellfish illness/complaint log is not available for review.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0eubZ0000000WAfQAM,Supplier invoices are not available.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Supplier invoices are not available.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0eubZ0000000WAeQAM,Harvest tags are not retained in the restaurant for a minimum of 90 days.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Harvest tags are not retained in the restaurant for a minimum of 90 days.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0eubZ0000000WAdQAM,Harvest tags record management lacks information to determine date range of the tags by date used/served.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Harvest tags record management lacks information to determine date range of the tags by date used/served.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0eubZ0000000WAcQAM,Harvest tags are not available.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Harvest tags are not available.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0eubZ0000000WAbQAM,The receiving and/or tracking logs for deliveries do not contain sufficient information.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The receiving and/or tracking logs for deliveries do not contain sufficient information.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0eubZ0000000WAJQA2,Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6YQAU,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises"
0eubZ0000000WALQA2,Potable water tanks and/or wastewater holding tanks are not adequately sized for the type of mobile food premises.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6YQAU,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Potable water tanks and/or wastewater holding tanks are not adequately sized for the type of mobile food premises.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises"
0eubZ0000000WAKQA2,Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6YQAU,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises"
0eubZ0000000WAIQA2,Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6YQAU,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.;Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises"
0eubZ0000000WANQA2,Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6ZQAU,"The mobile food premises unit is a self-contained, moveable structure.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.;Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure.","The mobile food premises unit is a self-contained, moveable structure.;Construction of Mobile Food Premises"
0eubZ0000000WAMQA2,"The mobile food premises unit is not a permanently assembled, affixed, or built facility.",Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6ZQAU,"The mobile food premises unit is a self-contained, moveable structure.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"The mobile food premises unit is not a permanently assembled, affixed, or built facility.;Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure.","The mobile food premises unit is a self-contained, moveable structure.;Construction of Mobile Food Premises"
0eubZ0000000WAPQA2,The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6aQAE,The services conducted on the mobile food premises unit reflect its type and capacity.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises
0eubZ0000000WAOQA2,The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6aQAE,The services conducted on the mobile food premises unit reflect its type and capacity.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises
0eubZ0000000WAQQA2,The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,Boolean,Non-critical,,0eubZ0000000W6aQAE,The services conducted on the mobile food premises unit reflect its type and capacity.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises
0eubZ0000000WAGQA2,The mobile food premises unit is not stored in a manner that prevents contamination and damage.,Permit to Operate Mobile Food Service,Boolean,Non-critical,,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The mobile food premises unit is not stored in a manner that prevents contamination and damage.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.,The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service
0eubZ0000000WAHQA2,Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.,Permit to Operate Mobile Food Service,Boolean,Non-critical,,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.,The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service
0eubZ0000000WADQA2,The base of operations is not approved for the intended use by the health officer.,Permit to Operate Mobile Food Service,Boolean,Non-critical,,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The base of operations is not approved for the intended use by the health officer.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.,The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service
0eubZ0000000WAEQA2,"The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.",Permit to Operate Mobile Food Service,Boolean,Non-critical,,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.",The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service
0eubZ0000000WAFQA2,"Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.",Permit to Operate Mobile Food Service,Boolean,Non-critical,,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.;Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.",The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service
0eubZ0000000WAlQAM,"For products other than side bacon, the nitrate level exceeds 200 ppm.",RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6cQAE,Proper curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"For products other than side bacon, the nitrate level exceeds 200 ppm.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.",Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAmQAM,Ready-to-eat meat products containing beef are produced without validated control measures in accordance with Health Canada Guideline No. 12,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6cQAE,Proper curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Ready-to-eat meat products containing beef are produced without validated control measures in accordance with Health Canada Guideline No. 12;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAnQAM,Facility does not follow appropriate forward flow or appropriately apply Health Canada Guideline No. 12.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6cQAE,Proper curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Facility does not follow appropriate forward flow or appropriately apply Health Canada Guideline No. 12.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAoQAM,The fermented meat product does not contain a minimum nitrate level of 100 ppm and/or does not meet the minimum salt concentration of 2.5%.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6cQAE,Proper curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The fermented meat product does not contain a minimum nitrate level of 100 ppm and/or does not meet the minimum salt concentration of 2.5%.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAjQAM,Nitrite calculations are not available for all products.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6cQAE,Proper curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Nitrite calculations are not available for all products.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAkQAM,The nitrate level in side bacon exceeds 120 ppm.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6cQAE,Proper curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The nitrate level in side bacon exceeds 120 ppm.;RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WArQAM,"Products have not been cooled from 60°C to 20°C within two hours and from 20°C to 4°C within four hours, or within other approved time frames for that product.",RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6dQAE,Proper cooking and curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Products have not been cooled from 60°C to 20°C within two hours and from 20°C to 4°C within four hours, or within other approved time frames for that product.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.",Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAqQAM,Final cook temperatures have not been verified using an accurate thermometer.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6dQAE,Proper cooking and curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Final cook temperatures have not been verified using an accurate thermometer.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.,Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WApQAM,Meat products have not received an adequate time and temperature treatment.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6dQAE,Proper cooking and curing procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Meat products have not received an adequate time and temperature treatment.;RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.,Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAuQAM,The time to reach a pH of 5.3 was not measured in order to monitor compliance with degree-hours criteria,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The time to reach a pH of 5.3 was not measured in order to monitor compliance with degree-hours criteria;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAwQAM,The process exceeded the limit of 555 degree-hours for meats processed between 33°C and 37°C.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The process exceeded the limit of 555 degree-hours for meats processed between 33°C and 37°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAxQAM,The process exceeded the limit of 500 degree-hours for meats processed at or above 37°C.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The process exceeded the limit of 500 degree-hours for meats processed at or above 37°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAyQAM,The shelf-stable fermented product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The shelf-stable fermented product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAsQAM,Fermentation was not conducted in an area that minimizes the potential for contamination,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Fermentation was not conducted in an area that minimizes the potential for contamination;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAtQAM,Fermentation area does not allow humidity and temperature to be controlled,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Fermentation area does not allow humidity and temperature to be controlled;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAvQAM,The process exceeded the limit of 665 degree-hours for meats processed at or below 33°C.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The process exceeded the limit of 665 degree-hours for meats processed at or below 33°C.;RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WAzQAM,Drying operations were conducted in an area that did not minimize the potential for contamination.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6fQAE,Proper drying procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Drying operations were conducted in an area that did not minimize the potential for contamination.;RTE Meat Food Sources and Protection;Proper drying procedures are followed.,Proper drying procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WB0QAM,Non-fermented products were dried at a temperature of 15°C or higher (requirement: < 15°C).,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6fQAE,Proper drying procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Non-fermented products were dried at a temperature of 15°C or higher (requirement: < 15°C).;RTE Meat Food Sources and Protection;Proper drying procedures are followed.,Proper drying procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WB1QAM,The shelf-stable product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6fQAE,Proper drying procedures are followed.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The shelf-stable product did not meet any of the required safety standards 1) water activity of ≤0.90 AND a pH of ≤5.3 OR 2) a pH of ≤4.6 OR 3) a water activity of ≤0.85 regardless of pH;RTE Meat Food Sources and Protection;Proper drying procedures are followed.,Proper drying procedures are followed.;RTE Meat Food Sources and Protection
0eubZ0000000WB4QAM,Adequate sanitation procedures were not used throughout the manufacturing process.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6gQAE,Proper procedures are in place for meat products that are intended to be consumed raw.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Adequate sanitation procedures were not used throughout the manufacturing process.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.,Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection
0eubZ0000000WB3QAM,The product was not subject to adequate temperature control throughout the manufacturing process.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6gQAE,Proper procedures are in place for meat products that are intended to be consumed raw.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The product was not subject to adequate temperature control throughout the manufacturing process.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.,Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection
0eubZ0000000WB2QAM,Fresh meat was not used to manufacture products intended to be consumed raw.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6gQAE,Proper procedures are in place for meat products that are intended to be consumed raw.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Fresh meat was not used to manufacture products intended to be consumed raw.;RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.,Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection
0eubZ0000000WB6QAM,The control method was not verified for all batches.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6hQAE,Approved trichinella control method is in place for pork/at risk species.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The control method was not verified for all batches.;RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.,Approved trichinella control method is in place for pork/at risk species.;RTE Meat Food Sources and Protection
0eubZ0000000WB5QAM,The control method used was not consistent with established methods.,RTE Meat Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000W6hQAE,Approved trichinella control method is in place for pork/at risk species.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The control method used was not consistent with established methods.;RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.,Approved trichinella control method is in place for pork/at risk species.;RTE Meat Food Sources and Protection
0eubZ0000000W9zQAE,"At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.",Manicure and Pedicure,Boolean,Non-critical,,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.;Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.",Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0eubZ0000000W9yQAE,The footbath is not drained and wiped dry.,Manicure and Pedicure,Boolean,Non-critical,,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The footbath is not drained and wiped dry.;Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0eubZ0000000W9tQAE,The footbath is not completely drained.,Manicure and Pedicure,Boolean,Non-critical,,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The footbath is not completely drained.;Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0eubZ0000000W9wQAE,An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).,Manicure and Pedicure,Boolean,Non-critical,,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).;Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0eubZ0000000W9vQAE,The footbath is not refilled with lukewarm water above the jets.,Manicure and Pedicure,Boolean,Non-critical,,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The footbath is not refilled with lukewarm water above the jets.;Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0eubZ0000000W9xQAE,Jets are not activated and flushed for at least 10 minutes.,Manicure and Pedicure,Boolean,Non-critical,,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Jets are not activated and flushed for at least 10 minutes.;Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0eubZ0000000W9uQAE,"The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.",Manicure and Pedicure,Boolean,Non-critical,,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.;Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.",Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
