Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c$PHOCSParentId__r.Name
0dtbZ00000032NEQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD4QAM,"Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.",Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,"Temporary Food Service and Inspection Report;Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.","Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat."
0dtbZ00000032NFQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD5QAM,"Hot PHF is not stored, displayed, transported, or served at or above 60°C.",Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,"Temporary Food Service and Inspection Report;Hot PHF is not stored, displayed, transported, or served at or above 60°C.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.","Hot PHF is not stored, displayed, transported, or served at or above 60°C.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat."
0dtbZ00000032NGQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD6QAM,Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.,Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,Temporary Food Service and Inspection Report;Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.
0dtbZ00000032NHQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WCcQAM,An accurate thermometer is not provided.,Food Safety Management,"Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Temporary Food Service and Inspection Report;An accurate thermometer is not provided.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","An accurate thermometer is not provided.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur."
0dtbZ00000032NIQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD8QAM,"Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.",Temporary Food Service and Inspection Report,All equipment and food contact surfaces are washed and sanitized to remove contamination.,"Temporary Food Service and Inspection Report;Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.;Temporary Food Service and Inspection Report;All equipment and food contact surfaces are washed and sanitized to remove contamination.","Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.;Temporary Food Service and Inspection Report;All equipment and food contact surfaces are washed and sanitized to remove contamination."
0dtbZ00000032NJQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD9QAM,"Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.",Temporary Food Service and Inspection Report,All equipment and food contact surfaces are washed and sanitized to remove contamination.,"Temporary Food Service and Inspection Report;Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.;Temporary Food Service and Inspection Report;All equipment and food contact surfaces are washed and sanitized to remove contamination.","Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.;Temporary Food Service and Inspection Report;All equipment and food contact surfaces are washed and sanitized to remove contamination."
0dtbZ00000032NKQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WDAQA2,Sanitizing solution is not present or at sufficient concentration.,Temporary Food Service and Inspection Report,All equipment and food contact surfaces are washed and sanitized to remove contamination.,Temporary Food Service and Inspection Report;Sanitizing solution is not present or at sufficient concentration.;Temporary Food Service and Inspection Report;All equipment and food contact surfaces are washed and sanitized to remove contamination.,Sanitizing solution is not present or at sufficient concentration.;Temporary Food Service and Inspection Report;All equipment and food contact surfaces are washed and sanitized to remove contamination.
0dtbZ00000032NLQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WDCQA2,"Handwashing stations are not properly supplied, maintained and/or is obstructed.",Temporary Food Service and Inspection Report,Each employee washes their hands as necessary to prevent the contamination of food.,"Temporary Food Service and Inspection Report;Handwashing stations are not properly supplied, maintained and/or is obstructed.;Temporary Food Service and Inspection Report;Each employee washes their hands as necessary to prevent the contamination of food.","Handwashing stations are not properly supplied, maintained and/or is obstructed.;Temporary Food Service and Inspection Report;Each employee washes their hands as necessary to prevent the contamination of food."
0dtbZ00000032NMQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WCWQA2,Employees are not washing hands as often as is necessary to prevent contamination of food.,Employee,Employees maintain and demonstrate good personal hygiene.,Temporary Food Service and Inspection Report;Employees are not washing hands as often as is necessary to prevent contamination of food.;Employee;Employees maintain and demonstrate good personal hygiene.,Employees are not washing hands as often as is necessary to prevent contamination of food.;Employee;Employees maintain and demonstrate good personal hygiene.
0dtbZ00000032NNQAY,0Z4bZ0000000I3OSAU,Approvals and Permits,0eubZ0000000WBVQA2,Approval has been granted to the food premises.,Approvals and Permits,,Approvals and Permits;Approval has been granted to the food premises.;Approvals and Permits,Approval has been granted to the food premises.;Approvals and Permits
0dtbZ00000032NOQAY,0Z4bZ0000000I3USAU,Permit to Operate Food Service Establishment,0eubZ0000000WBeQAM,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Permit to Operate Food Service Establishment,,Permit to Operate Food Service Establishment;The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.;Permit to Operate Food Service Establishment,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.;Permit to Operate Food Service Establishment
0dtbZ00000032NPQAY,0Z4bZ0000000I3OSAU,Approvals and Permits,0eubZ0000000WBhQAM,Premises does not have approval to operate.,Approvals and Permits,Approval has been granted to the food premises.,Approvals and Permits;Premises does not have approval to operate.;Approvals and Permits;Approval has been granted to the food premises.,Premises does not have approval to operate.;Approvals and Permits;Approval has been granted to the food premises.
0dtbZ00000032NQQAY,0Z4bZ0000000I3USAU,Permit to Operate Food Service Establishment,0eubZ0000000WCCQA2,Permit to Operate is not posted in a conspicuous location.,Permit to Operate Food Service Establishment,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Permit to Operate Food Service Establishment;Permit to Operate is not posted in a conspicuous location.;Permit to Operate Food Service Establishment;The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Permit to Operate is not posted in a conspicuous location.;Permit to Operate Food Service Establishment;The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.
0dtbZ00000032NRQAY,0Z4bZ0000000I3USAU,Permit to Operate Food Service Establishment,0eubZ0000000WCBQA2,Premises does not have a valid Permit to Operate.,Permit to Operate Food Service Establishment,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Permit to Operate Food Service Establishment;Premises does not have a valid Permit to Operate.;Permit to Operate Food Service Establishment;The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Premises does not have a valid Permit to Operate.;Permit to Operate Food Service Establishment;The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.
0dtbZ00000032NSQAY,0Z4bZ0000000I3USAU,Permit to Operate Food Service Establishment,0eubZ0000000WCDQA2,Operator is not operating in accordance with the terms and conditions of their permit.,Permit to Operate Food Service Establishment,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Permit to Operate Food Service Establishment;Operator is not operating in accordance with the terms and conditions of their permit.;Permit to Operate Food Service Establishment;The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,Operator is not operating in accordance with the terms and conditions of their permit.;Permit to Operate Food Service Establishment;The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.
0dtbZ00000033hJQAQ,0Z4bZ0000000I3PSAU,Food Sources and Protection,0eubZ0000000WkfQAE,"Potentially hazardous food is not cooled from 60°C to 20°C within two hours, and then from 20°C to 4°C within four hours.",Food Sources and Protection,Potentially hazardous food is thawed and/or cooled in an approved manner.,"Food Sources and Protection;Potentially hazardous food is not cooled from 60°C to 20°C within two hours, and then from 20°C to 4°C within four hours.;Food Sources and Protection;Potentially hazardous food is thawed and/or cooled in an approved manner.","Potentially hazardous food is not cooled from 60°C to 20°C within two hours, and then from 20°C to 4°C within four hours.;Food Sources and Protection;Potentially hazardous food is thawed and/or cooled in an approved manner."
0dtbZ00000033hKQAQ,0Z4bZ0000000I3PSAU,Food Sources and Protection,0eubZ0000000WkgQAE,Potentially hazardous food is not cooled using appropriate equipment and/or approved methods.,Food Sources and Protection,Potentially hazardous food is thawed and/or cooled in an approved manner.,Food Sources and Protection;Potentially hazardous food is not cooled using appropriate equipment and/or approved methods.;Food Sources and Protection;Potentially hazardous food is thawed and/or cooled in an approved manner.,Potentially hazardous food is not cooled using appropriate equipment and/or approved methods.;Food Sources and Protection;Potentially hazardous food is thawed and/or cooled in an approved manner.
