Id,Name,Subject,Description,EffectiveFrom,RegulatoryAuthority.Name,RecordType.DeveloperName,$$Name$RegulatoryAuthority.Name
0fCbZ0000000GTSUA2,Section 19(2),Licenses and permits,Licenses and permits,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 19(2);Food Premises Regulation
0fCbZ0000000GTTUA2,Section 19,Refrigeration and hot holding equipment,Refrigeration and hot holding equipment,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 19;Food Premises Regulation
0fCbZ0000000GTUUA2,Section 18,Storage,Storage,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 18;Food Premises Regulation
0fCbZ0000000GTVUA2,Section 17(3),Maintenance,Maintenance,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 17(3);Food Premises Regulation
0fCbZ0000000GTWUA2,Section 17(2),Maintenance,Maintenance,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 17(2);Food Premises Regulation
0fCbZ0000000GTXUA2,Section 17(1),Maintenance,Maintenance,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 17(1);Food Premises Regulation
0fCbZ0000000GTYUA2,Section 17,Maintenance,Maintenance,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 17;Food Premises Regulation
0fCbZ0000000GTZUA2,Section 16,"Equipment, utensils, and food contact surfaces","Equipment, utensils, and food contact surfaces",2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 16;Food Premises Regulation
0fCbZ0000000GTaUAM,Section 15,Previously served food,Previously served food,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 15;Food Premises Regulation
0fCbZ0000000GTbUAM,Section 14(3),"Processing, storage and display","Processing, storage and display",2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 14(3);Food Premises Regulation
0fCbZ0000000GTcUAM,Section 14(2),"Processing, storage and display","Processing, storage and display",2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 14(2);Food Premises Regulation
0fCbZ0000000GTdUAM,Section 14(1),"Processing, storage and display","Processing, storage and display",2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 14(1);Food Premises Regulation
0fCbZ0000000GTeUAM,Section 14,"Processing, storage and display","Processing, storage and display",2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 14;Food Premises Regulation
0fCbZ0000000GTfUAM,Section 13,Contaminated food,Contaminated food,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 13;Food Premises Regulation
0fCbZ0000000GTgUAM,Section 12,Protection of food from contamination,Protection of food from contamination,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 12;Food Premises Regulation
0fCbZ0000000GThUAM,Section 11,Food from approved sources,Food from approved sources,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 11;Food Premises Regulation
0fCbZ0000000GTiUAM,Section 10,FOODSAFE training,FOODSAFE training,2026-04-06T00:00:00.000+0000,Food Premises Regulation,PHOCSRegulatoryCode,Section 10;Food Premises Regulation
0fCbZ0000000GTjUAM,Section 19(2)e,Licenses and permits,Licenses and permits,2026-04-06T00:00:00.000+0000,Public Health Act,PHOCSRegulatoryCode,Section 19(2)e;Public Health Act
0fCbZ0000000GTkUAM,Chapter 4,Meat Hygiene Manual of Procedures,Meat Hygiene Manual of Procedures,2026-04-06T00:00:00.000+0000,Canadian Food Inspection Agency,PHOCSRegulatoryCode,Chapter 4;Canadian Food Inspection Agency
