Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000JF5UAM,0eubZ0000000VzHQAU,The operator and/or staff are not wearing clean outer garments.,General Requirements,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator and/or staff are not wearing clean outer garments.;General Requirements;PSE Guidelines,The operator and/or staff are not wearing clean outer garments.;General Requirements,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JF6UAM,0eubZ0000000VzIQAU,The operator and/or staff are not immunized against Hepatitis B & Tetanus (recommended).,General Requirements,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator and/or staff are not immunized against Hepatitis B & Tetanus (recommended).;General Requirements;PSE Guidelines,The operator and/or staff are not immunized against Hepatitis B & Tetanus (recommended).;General Requirements,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHpUAM,0eubZ0000000W9ZQAU,Clients are not provided with UV radiation safety eyewear which covers the eyes securely.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Clients are not provided with UV radiation safety eyewear which covers the eyes securely.;Tanning;PSE Guidelines,Clients are not provided with UV radiation safety eyewear which covers the eyes securely.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHqUAM,0eubZ0000000W9aQAE,Clients wearing protective eyewear are unable to see through them enough to read the labels and operate the controls on the tanning equipment.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Clients wearing protective eyewear are unable to see through them enough to read the labels and operate the controls on the tanning equipment.;Tanning;PSE Guidelines,Clients wearing protective eyewear are unable to see through them enough to read the labels and operate the controls on the tanning equipment.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHrUAM,0eubZ0000000W9bQAE,Protective eyewear is not adequate for tanning equipment.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Protective eyewear is not adequate for tanning equipment.;Tanning;PSE Guidelines,Protective eyewear is not adequate for tanning equipment.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHsUAM,0eubZ0000000W9cQAE,UV radiation warning signs do not contain required information.,Tanning,0fCbZ0000000GPnUAM,3.2,Vishwantha Gandloju,UV radiation warning signs do not contain required information.;Tanning;3.2,UV radiation warning signs do not contain required information.;Tanning,3.2;Regulated Activities Regulation
0fMbZ0000000JHtUAM,0eubZ0000000W9dQAE,UV radiation warning sign is not posted in plain view and easily readable.,Tanning,0fCbZ0000000GPnUAM,3.2,Vishwantha Gandloju,UV radiation warning sign is not posted in plain view and easily readable.;Tanning;3.2,UV radiation warning sign is not posted in plain view and easily readable.;Tanning,3.2;Regulated Activities Regulation
0fMbZ0000000JHuUAM,0eubZ0000000W9eQAE,UV radiation warning sign is not posted in the client reception area.,Tanning,0fCbZ0000000GPnUAM,3.2,Vishwantha Gandloju,UV radiation warning sign is not posted in the client reception area.;Tanning;3.2,UV radiation warning sign is not posted in the client reception area.;Tanning,3.2;Regulated Activities Regulation
0fMbZ0000000JHvUAM,0eubZ0000000W9fQAE,A trained operator is not on site at all times.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,A trained operator is not on site at all times.;Tanning;PSE Guidelines,A trained operator is not on site at all times.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHwUAM,0eubZ0000000W9gQAE,A photosensitivity agent list not available and reviewed between clients and personnel prior to the initial session and annually thereafter.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,A photosensitivity agent list not available and reviewed between clients and personnel prior to the initial session and annually thereafter.;Tanning;PSE Guidelines,A photosensitivity agent list not available and reviewed between clients and personnel prior to the initial session and annually thereafter.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHxUAM,0eubZ0000000W9hQAE,An individualized skin phototype evaluation is not provided for each client.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,An individualized skin phototype evaluation is not provided for each client.;Tanning;PSE Guidelines,An individualized skin phototype evaluation is not provided for each client.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHyUAM,0eubZ0000000W9iQAE,The operator does not instruct clients in maximum exposure time as per manufacturer's instructions.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator does not instruct clients in maximum exposure time as per manufacturer's instructions.;Tanning;PSE Guidelines,The operator does not instruct clients in maximum exposure time as per manufacturer's instructions.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JHzUAM,0eubZ0000000W9jQAE,The operator does not ensure that the client does not exceed maximum exposure time.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator does not ensure that the client does not exceed maximum exposure time.;Tanning;PSE Guidelines,The operator does not ensure that the client does not exceed maximum exposure time.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JI0UAM,0eubZ0000000W9kQAE,The operator does not instruct the client of the location of emergency shut off switch.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator does not instruct the client of the location of emergency shut off switch.;Tanning;PSE Guidelines,The operator does not instruct the client of the location of emergency shut off switch.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JI1UAM,0eubZ0000000W9lQAE,Use of tanning equipment by a minor under the age of 18 is not in accordance with the directions contained within the medical approval provided.,Tanning,0fCbZ0000000GPoUAM,3.1,Vishwantha Gandloju,Use of tanning equipment by a minor under the age of 18 is not in accordance with the directions contained within the medical approval provided.;Tanning;3.1,Use of tanning equipment by a minor under the age of 18 is not in accordance with the directions contained within the medical approval provided.;Tanning,3.1;Regulated Activities Regulation
0fMbZ0000000JI2UAM,0eubZ0000000W9mQAE,The operator does not verify identification and/or age documentation.,Tanning,0fCbZ0000000GPoUAM,3.1,Vishwantha Gandloju,The operator does not verify identification and/or age documentation.;Tanning;3.1,The operator does not verify identification and/or age documentation.;Tanning,3.1;Regulated Activities Regulation
0fMbZ0000000JI3UAM,0eubZ0000000W9nQAE,"Age restriction signage, as prescribed in the regulation, is not posted in a clearly visible location.",Tanning,0fCbZ0000000GPoUAM,3.1,Vishwantha Gandloju,"Age restriction signage, as prescribed in the regulation, is not posted in a clearly visible location.;Tanning;3.1","Age restriction signage, as prescribed in the regulation, is not posted in a clearly visible location.;Tanning",3.1;Regulated Activities Regulation
0fMbZ0000000JI4UAM,0eubZ0000000W9oQAE,Inadequate/unapproved sterilization method being used.,Tattoo & Body Piercing,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Inadequate/unapproved sterilization method being used.;Tattoo & Body Piercing;PSE Guidelines,Inadequate/unapproved sterilization method being used.;Tattoo & Body Piercing,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JI5UAM,0eubZ0000000W9pQAE,"Autoclave efficacy (biological, chemical, and physical) is not adequately verified.",Tattoo & Body Piercing,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,"Autoclave efficacy (biological, chemical, and physical) is not adequately verified.;Tattoo & Body Piercing;PSE Guidelines","Autoclave efficacy (biological, chemical, and physical) is not adequately verified.;Tattoo & Body Piercing",PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JI6UAM,0eubZ0000000W9qQAE,Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.,Tattoo & Body Piercing,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.;Tattoo & Body Piercing;PSE Guidelines,Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.;Tattoo & Body Piercing,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JI7UAM,0eubZ0000000W9rQAE,An Informed Consent form is not provided to the clients.,Tattoo & Body Piercing,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,An Informed Consent form is not provided to the clients.;Tattoo & Body Piercing;PSE Guidelines,An Informed Consent form is not provided to the clients.;Tattoo & Body Piercing,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JI8UAM,0eubZ0000000W9sQAE,Written consent is not required from the parent or legal guardian for minors.,Tattoo & Body Piercing,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Written consent is not required from the parent or legal guardian for minors.;Tattoo & Body Piercing;PSE Guidelines,Written consent is not required from the parent or legal guardian for minors.;Tattoo & Body Piercing,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JI9UAM,0eubZ0000000W9tQAE,The footbath is not completely drained.,Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The footbath is not completely drained.;Manicure and Pedicure;PSE Guidelines,The footbath is not completely drained.;Manicure and Pedicure,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIAUA2,0eubZ0000000W9uQAE,"The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.",Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,"The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.;Manicure and Pedicure;PSE Guidelines","The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.;Manicure and Pedicure",PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIBUA2,0eubZ0000000W9vQAE,The footbath is not refilled with lukewarm water above the jets.,Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The footbath is not refilled with lukewarm water above the jets.;Manicure and Pedicure;PSE Guidelines,The footbath is not refilled with lukewarm water above the jets.;Manicure and Pedicure,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JICUA2,0eubZ0000000W9wQAE,An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).,Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).;Manicure and Pedicure;PSE Guidelines,An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).;Manicure and Pedicure,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIDUA2,0eubZ0000000W9xQAE,Jets are not activated and flushed for at least 10 minutes.,Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Jets are not activated and flushed for at least 10 minutes.;Manicure and Pedicure;PSE Guidelines,Jets are not activated and flushed for at least 10 minutes.;Manicure and Pedicure,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIEUA2,0eubZ0000000W9yQAE,The footbath is not drained and wiped dry.,Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The footbath is not drained and wiped dry.;Manicure and Pedicure;PSE Guidelines,The footbath is not drained and wiped dry.;Manicure and Pedicure,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIFUA2,0eubZ0000000W9zQAE,"At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.",Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,"At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.;Manicure and Pedicure;PSE Guidelines","At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.;Manicure and Pedicure",PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIGUA2,0eubZ0000000WA0QAM,Laser is not located in a separate room with a closeable door.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Laser is not located in a separate room with a closeable door.;Laser;PSE Guidelines,Laser is not located in a separate room with a closeable door.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIHUA2,0eubZ0000000WA1QAM,Laser warning signs are not posted in a visible location and/or do not contain necessary information.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Laser warning signs are not posted in a visible location and/or do not contain necessary information.;Laser;PSE Guidelines,Laser warning signs are not posted in a visible location and/or do not contain necessary information.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIIUA2,0eubZ0000000WA2QAM,"Reflective items (e.g. jewelry, mirrors) are present in the treatment area.",Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,"Reflective items (e.g. jewelry, mirrors) are present in the treatment area.;Laser;PSE Guidelines","Reflective items (e.g. jewelry, mirrors) are present in the treatment area.;Laser",PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIJUA2,0eubZ0000000WA3QAM,Transparent windows and openings are not covered.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Transparent windows and openings are not covered.;Laser;PSE Guidelines,Transparent windows and openings are not covered.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIKUA2,0eubZ0000000WA4QAM,Air evacuation or filtering is inadequate when a Class 4 laser is used.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Air evacuation or filtering is inadequate when a Class 4 laser is used.;Laser;PSE Guidelines,Air evacuation or filtering is inadequate when a Class 4 laser is used.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JILUA2,0eubZ0000000WA5QAM,Protective eyewear is not worn by operator and/or client when the laser is on.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Protective eyewear is not worn by operator and/or client when the laser is on.;Laser;PSE Guidelines,Protective eyewear is not worn by operator and/or client when the laser is on.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIMUA2,0eubZ0000000WA6QAM,Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.;Laser;PSE Guidelines,Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JINUA2,0eubZ0000000WA7QAM,An emergency shut off switch is not available to the operator.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,An emergency shut off switch is not available to the operator.;Laser;PSE Guidelines,An emergency shut off switch is not available to the operator.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIOUA2,0eubZ0000000WA8QAM,The laser is not disabled when not in use.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The laser is not disabled when not in use.;Laser;PSE Guidelines,The laser is not disabled when not in use.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIPUA2,0eubZ0000000WA9QAM,The switch that controls patient exposure is not guarded.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The switch that controls patient exposure is not guarded.;Laser;PSE Guidelines,The switch that controls patient exposure is not guarded.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIQUA2,0eubZ0000000WAAQA2,The operator has not received laser safety training.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator has not received laser safety training.;Laser;PSE Guidelines,The operator has not received laser safety training.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIRUA2,0eubZ0000000WABQA2,The operator is not following operating procedures.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator is not following operating procedures.;Laser;PSE Guidelines,The operator is not following operating procedures.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JISUA2,0eubZ0000000WACQA2,Unauthorized persons are permitted to operate laser equipment.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Unauthorized persons are permitted to operate laser equipment.;Laser;PSE Guidelines,Unauthorized persons are permitted to operate laser equipment.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIyUAM,0eubZ0000000W6LQAU,Protective eyewear is adequately maintained.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Protective eyewear is adequately maintained.;Tanning;PSE Guidelines,Protective eyewear is adequately maintained.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JIzUAM,0eubZ0000000W6MQAU,Appropriate tanning signage is available and posted.,Tanning,0fCbZ0000000GPnUAM,3.2,Vishwantha Gandloju,Appropriate tanning signage is available and posted.;Tanning;3.2,Appropriate tanning signage is available and posted.;Tanning,3.2;Regulated Activities Regulation
0fMbZ0000000JJ0UAM,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,Tanning,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning;PSE Guidelines,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JJ1UAM,0eubZ0000000W6OQAU,The operator prohibits minors from using tanning facilities.,Tanning,0fCbZ0000000GPoUAM,3.1,Vishwantha Gandloju,The operator prohibits minors from using tanning facilities.;Tanning;3.1,The operator prohibits minors from using tanning facilities.;Tanning,3.1;Regulated Activities Regulation
0fMbZ0000000JJ2UAM,0eubZ0000000W6PQAU,"Invasive instruments are adequately cleaned, sterilized and maintained.",Tattoo & Body Piercing,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,"Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing;PSE Guidelines","Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing",PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JJ3UAM,0eubZ0000000W6QQAU,The operator requires written consent and/or proper identification.,Tattoo & Body Piercing,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator requires written consent and/or proper identification.;Tattoo & Body Piercing;PSE Guidelines,The operator requires written consent and/or proper identification.;Tattoo & Body Piercing,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JJ4UAM,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,Manicure and Pedicure,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure;PSE Guidelines,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JJ5UAM,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The laser treatment controlled area is properly maintained and operated.;Laser;PSE Guidelines,The laser treatment controlled area is properly maintained and operated.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JJ6UAM,0eubZ0000000W6SQAU,Protective eyewear is adequate for the client and operator.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,Protective eyewear is adequate for the client and operator.;Laser;PSE Guidelines,Protective eyewear is adequate for the client and operator.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JJ7UAM,0eubZ0000000W6TQAU,The laser device is properly maintained and operated.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The laser device is properly maintained and operated.;Laser;PSE Guidelines,The laser device is properly maintained and operated.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JJ8UAM,0eubZ0000000W6UQAU,The operator and/or staff have adequate training.,Laser,0fCbZ0000000GPlUAM,PSE Guidelines,Vishwantha Gandloju,The operator and/or staff have adequate training.;Laser;PSE Guidelines,The operator and/or staff have adequate training.;Laser,PSE Guidelines;Health Protection Branch Ministry of Health
0fMbZ0000000JQrUAM,0eubZ0000000WADQA2,The base of operations is not approved for the intended use by the health officer.,Permit to Operate Mobile Food Service,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,The base of operations is not approved for the intended use by the health officer.;Permit to Operate Mobile Food Service;Operational Requirements,The base of operations is not approved for the intended use by the health officer.;Permit to Operate Mobile Food Service,Operational Requirements;BCCDC
0fMbZ0000000JQsUAM,0eubZ0000000WAEQA2,"The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.",Permit to Operate Mobile Food Service,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,"The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.;Permit to Operate Mobile Food Service;Operational Requirements","The cleaning and mobile food premises unit storage area (including storage of propane tanks, gas tanks, and generators) is not separate from food storage and food processing areas.;Permit to Operate Mobile Food Service",Operational Requirements;BCCDC
0fMbZ0000000JQtUAM,0eubZ0000000WAFQA2,"Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.",Permit to Operate Mobile Food Service,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,"Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.;Permit to Operate Mobile Food Service;Operational Requirements","Written food handling procedures do not adequately address changes to the food storage, food processing, and food preparation areas when operating outside the approved base of operations.;Permit to Operate Mobile Food Service",Operational Requirements;BCCDC
0fMbZ0000000JQuUAM,0eubZ0000000WAGQA2,The mobile food premises unit is not stored in a manner that prevents contamination and damage.,Permit to Operate Mobile Food Service,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,The mobile food premises unit is not stored in a manner that prevents contamination and damage.;Permit to Operate Mobile Food Service;Operational Requirements,The mobile food premises unit is not stored in a manner that prevents contamination and damage.;Permit to Operate Mobile Food Service,Operational Requirements;BCCDC
0fMbZ0000000JQvUAM,0eubZ0000000WAHQA2,Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.,Permit to Operate Mobile Food Service,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.;Permit to Operate Mobile Food Service;Operational Requirements,Shared storage areas are not clearly identified for each tenant and/or are not secured to prevent tampering and contamination.;Permit to Operate Mobile Food Service,Operational Requirements;BCCDC
0fMbZ0000000JQwUAM,0eubZ0000000WAIQA2,Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.,Construction of Mobile Food Premises,0fCbZ0000000GT1UAM,Potable Water Storage Tanks and Water Supply,Vishwantha Gandloju,Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.;Construction of Mobile Food Premises;Potable Water Storage Tanks and Water Supply,Appropriate backflow prevention is not in place when the mobile unit is connected to a potable water supply.;Construction of Mobile Food Premises,Potable Water Storage Tanks and Water Supply;BCCDC
0fMbZ0000000JQxUAM,0eubZ0000000WAJQA2,Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.,Construction of Mobile Food Premises,0fCbZ0000000GT4UAM,Garbage,Vishwantha Gandloju,Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.;Construction of Mobile Food Premises;Garbage,Garbage containers are not of the appropriate type and/or capacity to meet the needs of the premises.;Construction of Mobile Food Premises,Garbage;BCCDC
0fMbZ0000000JQyUAM,0eubZ0000000WAKQA2,Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.,Construction of Mobile Food Premises,0fCbZ0000000GT1UAM,Potable Water Storage Tanks and Water Supply,Vishwantha Gandloju,Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.;Construction of Mobile Food Premises;Potable Water Storage Tanks and Water Supply,Hoses or water lines used to fill the potable water tank are not designed for potable water use and/or are not stored in a manner that prevents contamination.;Construction of Mobile Food Premises,Potable Water Storage Tanks and Water Supply;BCCDC
0fMbZ0000000JQzUAM,0eubZ0000000WAMQA2,"The mobile food premises unit is not a permanently assembled, affixed, or built facility.",Construction of Mobile Food Premises,0fCbZ0000000GT2UAM,Physical Requirements,Vishwantha Gandloju,"The mobile food premises unit is not a permanently assembled, affixed, or built facility.;Construction of Mobile Food Premises;Physical Requirements","The mobile food premises unit is not a permanently assembled, affixed, or built facility.;Construction of Mobile Food Premises",Physical Requirements;BCCDC
0fMbZ0000000JR0UAM,0eubZ0000000WANQA2,Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.,Construction of Mobile Food Premises,0fCbZ0000000GT5UAM,Food Preparation and Protection,Vishwantha Gandloju,Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.;Construction of Mobile Food Premises;Food Preparation and Protection,Auxiliary equipment that is not permanently attached to the mobile unit has not been approved by the health officer.;Construction of Mobile Food Premises,Food Preparation and Protection;BCCDC
0fMbZ0000000JR1UAM,0eubZ0000000WAOQA2,The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;Operational Requirements,The services conducted on the mobile food services unit do not meet the Type A requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises,Operational Requirements;BCCDC
0fMbZ0000000JR2UAM,0eubZ0000000WAPQA2,The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;Operational Requirements,The services conducted on the mobile food services unit do not meet the Type B requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises,Operational Requirements;BCCDC
0fMbZ0000000JR3UAM,0eubZ0000000WAQQA2,The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.,Construction of Mobile Food Premises,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises;Operational Requirements,The services conducted on the mobile food services unit do not meet the Type C requirements of the Mobile Food Premises Guideline.;Construction of Mobile Food Premises,Operational Requirements;BCCDC
0fMbZ0000000JR4UAM,0eubZ0000000WARQA2,"Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.",Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,"Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.;Shellfish Food Protection;Raw Shellfish Guidelines","Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.;Shellfish Food Protection",Raw Shellfish Guidelines;BCCDC
